timestamp,open,high,low,close,volume
2022-09-16 18:55:00,127.3100,127.3100,127.3100,127.3100,121
2022-09-16 18:45:00,127.3400,127.3400,127.2900,127.2900,910
2022-09-16 17:30:00,127.4000,127.4000,127.4000,127.4000,1011
2022-09-16 17:05:00,127.2500,127.2500,127.2500,127.2500,202
2022-09-16 16:55:00,127.3798,127.3798,127.3798,127.3798,125
2022-09-16 16:30:00,127.2700,127.2700,127.2700,127.2700,1968
2022-09-16 16:25:00,127.2700,127.2700,127.2700,127.2700,5834
2022-09-16 16:15:00,127.2700,127.2700,127.2700,127.2700,23878
2022-09-16 16:10:00,127.2700,127.2700,127.2500,127.2500,323115
2022-09-16 16:05:00,127.2700,127.2700,127.2700,127.2700,328727
2022-09-16 16:00:00,127.3600,127.5300,127.2100,127.2300,606271
2022-09-16 15:55:00,127.2900,127.4900,127.1400,127.3900,305910
2022-09-16 15:50:00,127.1500,127.3200,126.9500,127.2900,150968
2022-09-16 15:45:00,127.3100,127.4200,127.0500,127.1300,124369
2022-09-16 15:40:00,126.9500,127.2900,126.9400,127.2900,123014
2022-09-16 15:35:00,126.8800,127.0900,126.6800,126.9690,78020
2022-09-16 15:30:00,127.0650,127.1000,126.7600,126.8900,68514
2022-09-16 15:25:00,126.8800,127.1300,126.8700,127.0500,73679
2022-09-16 15:20:00,126.7900,126.8800,126.7300,126.8600,55015
2022-09-16 15:15:00,127.0400,127.0400,126.7500,126.7800,155621
2022-09-16 15:10:00,126.9300,127.1000,126.9200,127.0322,59094
2022-09-16 15:05:00,126.7200,126.9300,126.7000,126.9300,51887
2022-09-16 15:00:00,126.8200,126.8200,126.6500,126.7300,57855
2022-09-16 14:55:00,126.7900,126.8400,126.7000,126.8100,41136
2022-09-16 14:50:00,126.4650,126.8100,126.4650,126.7950,32810
2022-09-16 14:45:00,126.4901,126.5400,126.3600,126.4600,37652
2022-09-16 14:40:00,126.6100,126.6250,126.4200,126.5000,37168
2022-09-16 14:35:00,126.6060,126.6165,126.3700,126.5800,56222
2022-09-16 14:30:00,126.3800,126.7150,126.3800,126.6000,93556
2022-09-16 14:25:00,126.2800,126.4000,126.2715,126.3900,31932
2022-09-16 14:20:00,126.1900,126.3500,126.1800,126.2850,31344
2022-09-16 14:15:00,126.2100,126.2400,126.1300,126.2050,25978
2022-09-16 14:10:00,126.2700,126.3400,126.1500,126.2100,28586
2022-09-16 14:05:00,125.9100,126.2500,125.8900,126.2500,47078
2022-09-16 14:00:00,125.8600,125.9500,125.8200,125.9000,29669
2022-09-16 13:55:00,126.0815,126.0815,125.8541,125.8600,33072
2022-09-16 13:50:00,126.2000,126.2300,126.0700,126.0848,19668
2022-09-16 13:45:00,126.1700,126.2450,126.1150,126.2100,26595
2022-09-16 13:40:00,125.9800,126.2700,125.9800,126.1650,26750
2022-09-16 13:35:00,125.8700,126.1350,125.8600,125.9800,29859
2022-09-16 13:30:00,126.0150,126.0150,125.8500,125.9000,22772
2022-09-16 13:25:00,125.8900,126.0400,125.8600,126.0100,25009
2022-09-16 13:20:00,125.8000,125.9300,125.7900,125.8987,29936
2022-09-16 13:15:00,125.9123,125.9900,125.7950,125.8200,39219
2022-09-16 13:10:00,125.8500,125.9100,125.8000,125.9000,31110
2022-09-16 13:05:00,125.7900,125.8424,125.7400,125.8300,24156
2022-09-16 13:00:00,125.7000,125.8100,125.6700,125.7900,23037
2022-09-16 12:55:00,125.9100,125.9100,125.7200,125.7200,27078
2022-09-16 12:50:00,125.8700,125.9500,125.8400,125.9300,40042
2022-09-16 12:45:00,125.7400,125.8800,125.7300,125.8800,38390
2022-09-16 12:40:00,125.7600,125.8300,125.6900,125.7499,38226
2022-09-16 12:35:00,125.5300,125.7600,125.5150,125.7600,40518
2022-09-16 12:30:00,125.5900,125.6300,125.5280,125.5386,28497
2022-09-16 12:25:00,125.4500,125.5800,125.3700,125.5800,41751
2022-09-16 12:20:00,125.6400,125.7000,125.4400,125.4500,40823
2022-09-16 12:15:00,125.6000,125.7100,125.5900,125.6700,36900
2022-09-16 12:10:00,125.6700,125.7300,125.5900,125.5985,32545
2022-09-16 12:05:00,125.7050,125.7200,125.5100,125.6500,38391
2022-09-16 12:00:00,125.6200,125.7100,125.5350,125.6950,35746
2022-09-16 11:55:00,125.3530,125.6400,125.3200,125.5900,44668
2022-09-16 11:50:00,125.4500,125.4500,125.2800,125.3600,33441
2022-09-16 11:45:00,125.0600,125.4851,125.0600,125.4600,42639
2022-09-16 11:40:00,125.3400,125.3750,124.9500,125.0600,48329
2022-09-16 11:35:00,125.4100,125.5500,125.3299,125.3400,87886
2022-09-16 11:30:00,125.3650,125.4100,125.2100,125.4100,66324
2022-09-16 11:25:00,125.3300,125.3800,125.2200,125.3600,49196
2022-09-16 11:20:00,125.0450,125.3700,124.9800,125.3450,31458
2022-09-16 11:15:00,125.0450,125.0700,124.9500,125.0700,27107
2022-09-16 11:10:00,124.8550,125.0700,124.8450,125.0300,24803
2022-09-16 11:05:00,124.7700,124.8900,124.7100,124.8600,25652
2022-09-16 11:00:00,124.9300,125.0000,124.7550,124.7800,30901
2022-09-16 10:55:00,124.8100,125.0750,124.7800,124.9700,30654
2022-09-16 10:50:00,124.8600,124.9710,124.7550,124.8200,58627
2022-09-16 10:45:00,125.0400,125.1800,124.8600,124.8700,41346
2022-09-16 10:40:00,124.7050,125.0500,124.6950,125.0500,66880
2022-09-16 10:35:00,124.6300,124.7300,124.6100,124.7100,35543
2022-09-16 10:30:00,124.6300,124.7100,124.5100,124.6200,30254
2022-09-16 10:25:00,124.7100,124.8000,124.5900,124.6300,45051
2022-09-16 10:20:00,125.0700,125.1000,124.7000,124.7300,59577
2022-09-16 10:15:00,124.8700,125.0950,124.8150,125.0600,32412
2022-09-16 10:10:00,124.6450,124.9900,124.6000,124.8550,33236
2022-09-16 10:05:00,124.5850,124.8200,124.5850,124.6900,66237
2022-09-16 10:00:00,124.7900,124.8150,124.4401,124.5850,40540
2022-09-16 09:55:00,124.5400,124.8500,124.4600,124.7800,56476
2022-09-16 09:50:00,124.3500,124.5700,124.2100,124.5400,64194
2022-09-16 09:45:00,124.5200,124.6000,124.2300,124.3400,115092
2022-09-16 09:40:00,124.1200,124.5700,124.0500,124.5600,51108
2022-09-16 09:35:00,124.3600,124.6500,123.8300,124.1131,822187
2022-09-16 09:30:00,124.2999,124.2999,124.2999,124.2999,509
2022-09-16 09:25:00,124.3000,124.3000,124.3000,124.3000,203
2022-09-16 09:20:00,124.3000,124.3000,124.3000,124.3000,110
2022-09-16 09:10:00,124.2000,124.2000,124.1000,124.1000,1257
2022-09-16 09:05:00,124.1100,124.2500,124.0200,124.2500,1616
2022-09-16 09:00:00,124.3500,124.3500,124.2600,124.2600,881
2022-09-16 08:55:00,124.5100,124.5100,124.4200,124.4200,964
2022-09-16 08:50:00,124.5001,124.5001,124.5001,124.5001,415
2022-09-16 08:45:00,124.5000,124.5000,124.5000,124.5000,112
2022-09-16 08:35:00,124.7000,124.7000,124.7000,124.7000,433
2022-09-16 08:15:00,125.0000,125.0000,125.0000,125.0000,100
2022-09-16 08:10:00,125.0000,125.0000,125.0000,125.0000,1000
