timestamp,open,high,low,close,volume
2022-09-18 19:55:00,1382.04000,1383.12000,1381.27000,1381.90000,1348
2022-09-18 19:50:00,1382.42000,1383.15000,1381.12000,1382.04000,1157
2022-09-18 19:45:00,1381.50000,1383.16000,1379.62000,1382.42000,2005
2022-09-18 19:40:00,1383.29000,1384.14000,1380.04000,1381.51000,2089
2022-09-18 19:35:00,1386.00000,1386.14000,1382.57000,1383.29000,2594
2022-09-18 19:30:00,1383.70000,1387.17000,1381.56000,1385.99000,3117
2022-09-18 19:25:00,1382.66000,1384.06000,1382.12000,1383.70000,2497
2022-09-18 19:20:00,1382.99000,1386.40000,1382.14000,1382.65000,5698
2022-09-18 19:15:00,1381.10000,1383.00000,1378.97000,1383.00000,3714
2022-09-18 19:10:00,1373.73000,1381.50000,1373.51000,1381.10000,4125
2022-09-18 19:05:00,1372.57000,1373.85000,1368.53000,1373.73000,2572
2022-09-18 19:00:00,1374.54000,1374.88000,1369.25000,1372.56000,4766
2022-09-18 18:55:00,1377.74000,1379.49000,1374.53000,1374.54000,2656
2022-09-18 18:50:00,1374.47000,1377.75000,1374.04000,1377.74000,2499
2022-09-18 18:45:00,1370.11000,1375.93000,1369.84000,1374.46000,3442
2022-09-18 18:40:00,1379.77000,1380.41000,1369.41000,1370.10000,4734
2022-09-18 18:35:00,1381.26000,1384.92000,1379.36000,1379.78000,4818
2022-09-18 18:30:00,1379.64000,1382.21000,1378.00000,1381.27000,3845
2022-09-18 18:25:00,1370.47000,1379.64000,1370.12000,1379.63000,4712
2022-09-18 18:20:00,1369.06000,1374.33000,1368.86000,1370.48000,4610
2022-09-18 18:15:00,1377.02000,1380.96000,1367.00000,1369.05000,11312
2022-09-18 18:10:00,1384.67000,1384.73000,1376.75000,1377.03000,3594
2022-09-18 18:05:00,1385.04000,1387.41000,1383.16000,1384.66000,4345
2022-09-18 18:00:00,1377.61000,1385.05000,1376.36000,1385.04000,6627
2022-09-18 17:55:00,1385.97000,1386.87000,1372.33000,1377.62000,14540
2022-09-18 17:50:00,1387.61000,1387.61000,1383.01000,1385.98000,3741
2022-09-18 17:45:00,1394.26000,1394.27000,1385.00000,1387.61000,3916
2022-09-18 17:40:00,1384.52000,1395.35000,1383.92000,1394.27000,4421
2022-09-18 17:35:00,1387.44000,1389.66000,1384.51000,1384.51000,4501
2022-09-18 17:30:00,1391.44000,1392.00000,1385.53000,1387.43000,3005
2022-09-18 17:25:00,1391.19000,1394.36000,1391.01000,1391.45000,1907
2022-09-18 17:20:00,1392.58000,1394.11000,1389.41000,1391.18000,2886
2022-09-18 17:15:00,1392.40000,1394.53000,1389.36000,1392.59000,3172
2022-09-18 17:10:00,1383.61000,1394.00000,1383.60000,1392.40000,3853
2022-09-18 17:05:00,1390.56000,1390.64000,1381.39000,1383.60000,7046
2022-09-18 17:00:00,1396.49000,1398.01000,1390.27000,1390.54000,4330
2022-09-18 16:55:00,1397.09000,1397.49000,1394.00000,1396.49000,2731
2022-09-18 16:50:00,1391.00000,1399.36000,1390.99000,1397.08000,4233
2022-09-18 16:45:00,1392.49000,1394.79000,1388.96000,1390.99000,5835
2022-09-18 16:40:00,1394.28000,1396.17000,1386.22000,1392.50000,12005
2022-09-18 16:35:00,1401.80000,1402.27000,1392.63000,1394.28000,5467
2022-09-18 16:30:00,1400.01000,1403.85000,1395.15000,1401.81000,6012
2022-09-18 16:25:00,1401.75000,1406.49000,1399.59000,1400.01000,3755
2022-09-18 16:20:00,1396.92000,1404.51000,1396.76000,1401.76000,5823
2022-09-18 16:15:00,1399.10000,1407.50000,1394.75000,1396.93000,11963
2022-09-18 16:10:00,1415.51000,1416.34000,1388.00000,1399.10000,26389
2022-09-18 16:05:00,1421.41000,1421.59000,1410.91000,1415.50000,4944
2022-09-18 16:00:00,1417.44000,1424.68000,1416.40000,1421.42000,4761
2022-09-18 15:55:00,1418.71000,1419.94000,1416.50000,1417.43000,1368
2022-09-18 15:50:00,1416.74000,1419.19000,1415.52000,1418.71000,2187
2022-09-18 15:45:00,1421.84000,1421.85000,1412.12000,1416.73000,5034
2022-09-18 15:40:00,1420.35000,1422.12000,1420.34000,1421.85000,755
2022-09-18 15:35:00,1422.41000,1423.55000,1420.17000,1420.35000,1071
2022-09-18 15:30:00,1423.96000,1424.44000,1420.35000,1422.40000,1479
2022-09-18 15:25:00,1424.59000,1424.68000,1422.46000,1423.96000,1244
2022-09-18 15:20:00,1421.86000,1424.97000,1421.86000,1424.59000,1214
2022-09-18 15:15:00,1422.50000,1423.14000,1420.85000,1421.86000,1024
2022-09-18 15:10:00,1422.63000,1423.57000,1421.95000,1422.51000,1001
2022-09-18 15:05:00,1422.20000,1426.20000,1421.24000,1422.63000,3104
2022-09-18 15:00:00,1420.51000,1422.29000,1418.40000,1422.20000,4059
2022-09-18 14:55:00,1420.06000,1421.12000,1418.07000,1420.51000,2212
2022-09-18 14:50:00,1410.85000,1422.87000,1410.54000,1420.07000,5494
2022-09-18 14:45:00,1420.08000,1421.15000,1410.10000,1410.85000,8194
2022-09-18 14:40:00,1424.37000,1424.37000,1417.57000,1420.07000,3550
2022-09-18 14:35:00,1423.90000,1424.96000,1421.00000,1424.37000,1586
2022-09-18 14:30:00,1425.26000,1428.72000,1422.51000,1423.91000,2422
2022-09-18 14:25:00,1420.00000,1425.95000,1419.63000,1425.26000,4132
2022-09-18 14:20:00,1431.42000,1431.49000,1415.63000,1420.00000,6768
2022-09-18 14:15:00,1429.38000,1431.69000,1429.07000,1431.42000,2043
2022-09-18 14:10:00,1429.66000,1431.50000,1429.21000,1429.37000,1111
2022-09-18 14:05:00,1430.99000,1431.00000,1428.40000,1429.65000,1709
2022-09-18 14:00:00,1435.03000,1435.66000,1430.96000,1430.99000,2103
2022-09-18 13:55:00,1436.54000,1436.69000,1435.00000,1435.02000,1351
2022-09-18 13:50:00,1437.15000,1438.04000,1436.02000,1436.53000,1014
2022-09-18 13:45:00,1436.24000,1437.91000,1435.43000,1437.15000,1617
2022-09-18 13:40:00,1435.52000,1436.77000,1434.84000,1436.23000,787
2022-09-18 13:35:00,1434.83000,1435.94000,1434.19000,1435.52000,765
2022-09-18 13:30:00,1434.42000,1435.30000,1431.71000,1434.83000,1163
2022-09-18 13:25:00,1437.42000,1437.43000,1434.00000,1434.41000,1619
2022-09-18 13:20:00,1435.03000,1437.42000,1434.93000,1437.42000,799
2022-09-18 13:15:00,1434.93000,1438.28000,1433.64000,1435.04000,2215
2022-09-18 13:10:00,1435.31000,1436.87000,1434.85000,1434.94000,1357
2022-09-18 13:05:00,1436.63000,1437.13000,1432.40000,1435.30000,1280
2022-09-18 13:00:00,1438.02000,1439.11000,1434.77000,1436.62000,1697
2022-09-18 12:55:00,1439.17000,1439.84000,1437.57000,1438.03000,1496
2022-09-18 12:50:00,1437.73000,1439.67000,1437.14000,1439.16000,2012
2022-09-18 12:45:00,1436.26000,1437.80000,1434.74000,1437.72000,1028
2022-09-18 12:40:00,1432.67000,1437.04000,1432.39000,1436.26000,1714
2022-09-18 12:35:00,1432.55000,1433.50000,1431.36000,1432.68000,1054
2022-09-18 12:30:00,1430.46000,1432.60000,1428.49000,1432.56000,1368
2022-09-18 12:25:00,1430.36000,1430.47000,1428.97000,1430.46000,833
2022-09-18 12:20:00,1427.69000,1430.36000,1427.31000,1430.36000,1890
2022-09-18 12:15:00,1428.24000,1429.38000,1426.82000,1427.69000,3271
2022-09-18 12:10:00,1429.04000,1429.95000,1427.00000,1428.25000,1832
2022-09-18 12:05:00,1432.43000,1432.43000,1426.00000,1429.04000,2056
2022-09-18 12:00:00,1434.02000,1435.20000,1431.20000,1432.43000,1566
2022-09-18 11:55:00,1434.04000,1434.42000,1433.05000,1434.01000,438
2022-09-18 11:50:00,1433.81000,1434.31000,1433.60000,1434.04000,515
2022-09-18 11:45:00,1434.60000,1434.61000,1432.16000,1433.81000,976
2022-09-18 11:40:00,1432.63000,1434.95000,1431.99000,1434.61000,659
